trip_id,source_area,museum_name,museum_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
206,Lawson's Bay,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,2.4,10 min,Rs.34,Rs.59,Rs.96,High,Rapido Bike,7:30-9:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Palm Beach Hotel Stop; Beach Road; Visakha Museum Entrance,"Travel from Lawson's Bay to Archaeology Museum / Archaeology Section, Visakha Museum in Beach Road. ~2.4km. High traffic expected. Best option: Rapido Bike."
207,Hanumanthuwaka,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,16.1,44 min,Rs.144,Rs.223,Rs.302,Moderate,Auto,8:00-10:00 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Palm Beach Hotel Stop; Beach Road; Visakha Museum Entrance,"Travel from Hanumanthuwaka to Archaeology Museum / Archaeology Section, Visakha Museum in Beach Road. ~16.1km. Moderate traffic expected. Best option: Auto."
208,Arilova,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,15.3,1h 1min,Rs.137,Rs.214,Rs.290,High,Auto,8:30-10:30 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Palm Beach Hotel Stop; Beach Road; Visakha Museum Entrance,"Travel from Arilova to Archaeology Museum / Archaeology Section, Visakha Museum in Beach Road. ~15.3km. High traffic expected. Best option: Auto."
209,Beach Road,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,1.8,5 min,Rs.29,Rs.52,Rs.87,Low,Rapido Bike,6:30-9:00 AM; 5:30-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Palm Beach Hotel Stop; Beach Road; Visakha Museum Entrance,"Travel from Beach Road to Archaeology Museum / Archaeology Section, Visakha Museum in Beach Road. ~1.8km. Low traffic expected. Best option: Rapido Bike."
210,Kailasagiri,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,1.3,5 min,Rs.25,Rs.46,Rs.80,Low,Rapido Bike,7:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Palm Beach Hotel Stop; Beach Road; Visakha Museum Entrance,"Travel from Kailasagiri to Archaeology Museum / Archaeology Section, Visakha Museum in Beach Road. ~1.3km. Low traffic expected. Best option: Rapido Bike."
211,Gajuwaka,Telugu Samskruthika Niketanam,Kailasagiri,22.9,46 min,Rs.198,Rs.305,Rs.404,Low,Cab,8:00-10:00 AM; 6:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Gajuwaka to Telugu Samskruthika Niketanam in Kailasagiri. ~22.9km. Low traffic expected. Best option: Cab.
212,Kommadi,Telugu Samskruthika Niketanam,Kailasagiri,17.3,47 min,Rs.153,Rs.238,Rs.320,Moderate,Auto,8:30-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Kommadi to Telugu Samskruthika Niketanam in Kailasagiri. ~17.3km. Moderate traffic expected. Best option: Auto.
213,Madhurawada,Telugu Samskruthika Niketanam,Kailasagiri,14.3,29 min,Rs.129,Rs.202,Rs.274,Low,Auto,8:00-10:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Madhurawada to Telugu Samskruthika Niketanam in Kailasagiri. ~14.3km. Low traffic expected. Best option: Auto.
214,PM Palem,Telugu Samskruthika Niketanam,Kailasagiri,13.9,56 min,Rs.126,Rs.197,Rs.268,High,Auto,8:30-10:00 AM; 6:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from PM Palem to Telugu Samskruthika Niketanam in Kailasagiri. ~13.9km. High traffic expected. Best option: Auto.
215,MVP Colony,Telugu Samskruthika Niketanam,Kailasagiri,4.6,18 min,Rs.52,Rs.85,Rs.129,High,Auto,9:00-11:00 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from MVP Colony to Telugu Samskruthika Niketanam in Kailasagiri. ~4.6km. High traffic expected. Best option: Auto.
216,Siripuram,Telugu Samskruthika Niketanam,Kailasagiri,3.1,19 min,Rs.40,Rs.67,Rs.106,Very High,Rapido Bike,9:00-11:30 AM; 6:30-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Siripuram to Telugu Samskruthika Niketanam in Kailasagiri. ~3.1km. Very High traffic expected. Best option: Rapido Bike.
217,Dwaraka Nagar,Telugu Samskruthika Niketanam,Kailasagiri,3.1,12 min,Rs.40,Rs.67,Rs.106,High,Rapido Bike,9:00-11:00 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Dwaraka Nagar to Telugu Samskruthika Niketanam in Kailasagiri. ~3.1km. High traffic expected. Best option: Rapido Bike.
218,Maddilapalem,Telugu Samskruthika Niketanam,Kailasagiri,4.7,13 min,Rs.53,Rs.86,Rs.130,Moderate,Rapido Bike,8:30-10:30 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Maddilapalem to Telugu Samskruthika Niketanam in Kailasagiri. ~4.7km. Moderate traffic expected. Best option: Rapido Bike.
219,NAD Junction,Telugu Samskruthika Niketanam,Kailasagiri,4.8,19 min,Rs.53,Rs.88,Rs.132,High,Auto,8:00-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from NAD Junction to Telugu Samskruthika Niketanam in Kailasagiri. ~4.8km. High traffic expected. Best option: Auto.
220,Seethammadhara,Telugu Samskruthika Niketanam,Kailasagiri,7.2,14 min,Rs.73,Rs.116,Rs.168,Low,Rapido Bike,9:00-11:00 AM; 6:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Seethammadhara to Telugu Samskruthika Niketanam in Kailasagiri. ~7.2km. Low traffic expected. Best option: Rapido Bike.
221,Jagadamba,Telugu Samskruthika Niketanam,Kailasagiri,7.1,19 min,Rs.72,Rs.115,Rs.166,Moderate,Rapido Bike,10:00 AM-12:00 PM; 6:00-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Jagadamba to Telugu Samskruthika Niketanam in Kailasagiri. ~7.1km. Moderate traffic expected. Best option: Rapido Bike.
222,Asilmetta,Telugu Samskruthika Niketanam,Kailasagiri,6.0,36 min,Rs.63,Rs.102,Rs.150,Very High,Auto,9:00-11:30 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Asilmetta to Telugu Samskruthika Niketanam in Kailasagiri. ~6.0km. Very High traffic expected. Best option: Auto.
223,Railway Station,Telugu Samskruthika Niketanam,Kailasagiri,6.9,41 min,Rs.70,Rs.113,Rs.164,Very High,Auto,7:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Railway Station to Telugu Samskruthika Niketanam in Kailasagiri. ~6.9km. Very High traffic expected. Best option: Auto.
224,RTC Complex,Telugu Samskruthika Niketanam,Kailasagiri,4.9,20 min,Rs.54,Rs.89,Rs.134,High,Auto,8:00-10:00 AM; 5:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from RTC Complex to Telugu Samskruthika Niketanam in Kailasagiri. ~4.9km. High traffic expected. Best option: Auto.
225,Airport,Telugu Samskruthika Niketanam,Kailasagiri,14.3,39 min,Rs.129,Rs.202,Rs.274,Moderate,Auto,6:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Airport to Telugu Samskruthika Niketanam in Kailasagiri. ~14.3km. Moderate traffic expected. Best option: Auto.
226,Pendurthi,Telugu Samskruthika Niketanam,Kailasagiri,20.8,57 min,Rs.181,Rs.280,Rs.372,Moderate,Cab,7:30-9:30 AM; 5:00-7:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Pendurthi to Telugu Samskruthika Niketanam in Kailasagiri. ~20.8km. Moderate traffic expected. Best option: Cab.
227,Gopalapatnam,Telugu Samskruthika Niketanam,Kailasagiri,18.7,51 min,Rs.165,Rs.254,Rs.340,Moderate,Auto,8:00-10:00 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Gopalapatnam to Telugu Samskruthika Niketanam in Kailasagiri. ~18.7km. Moderate traffic expected. Best option: Auto.
228,Kurmannapalem,Telugu Samskruthika Niketanam,Kailasagiri,15.7,31 min,Rs.141,Rs.218,Rs.296,Low,Auto,8:00-9:30 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Kurmannapalem to Telugu Samskruthika Niketanam in Kailasagiri. ~15.7km. Low traffic expected. Best option: Auto.
229,Auto Nagar,Telugu Samskruthika Niketanam,Kailasagiri,22.8,1h 2min,Rs.197,Rs.304,Rs.402,Moderate,Cab,7:30-9:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Auto Nagar to Telugu Samskruthika Niketanam in Kailasagiri. ~22.8km. Moderate traffic expected. Best option: Cab.
230,Steel Plant,Telugu Samskruthika Niketanam,Kailasagiri,24.1,1h 36min,Rs.208,Rs.319,Rs.422,High,Cab,7:00-9:00 AM; 4:30-7:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Steel Plant to Telugu Samskruthika Niketanam in Kailasagiri. ~24.1km. High traffic expected. Best option: Cab.
231,Scindia,Telugu Samskruthika Niketanam,Kailasagiri,22.2,1h 1min,Rs.193,Rs.296,Rs.393,Moderate,Cab,8:00-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Scindia to Telugu Samskruthika Niketanam in Kailasagiri. ~22.2km. Moderate traffic expected. Best option: Cab.
232,One Town,Telugu Samskruthika Niketanam,Kailasagiri,7.8,47 min,Rs.77,Rs.124,Rs.177,Very High,Auto,9:30-11:30 AM; 6:00-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from One Town to Telugu Samskruthika Niketanam in Kailasagiri. ~7.8km. Very High traffic expected. Best option: Auto.
233,Poorna Market,Telugu Samskruthika Niketanam,Kailasagiri,3.7,15 min,Rs.45,Rs.74,Rs.116,High,Rapido Bike,9:30-12:00 PM; 5:30-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Poorna Market to Telugu Samskruthika Niketanam in Kailasagiri. ~3.7km. High traffic expected. Best option: Rapido Bike.
234,RK Beach,Telugu Samskruthika Niketanam,Kailasagiri,1.1,5 min,Rs.24,Rs.43,Rs.76,Moderate,Rapido Bike,6:00-9:00 AM; 5:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from RK Beach to Telugu Samskruthika Niketanam in Kailasagiri. ~1.1km. Moderate traffic expected. Best option: Rapido Bike.
235,Rushikonda,Telugu Samskruthika Niketanam,Kailasagiri,2.6,5 min,Rs.36,Rs.61,Rs.99,Low,Rapido Bike,7:00-9:30 AM; 4:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Rushikonda to Telugu Samskruthika Niketanam in Kailasagiri. ~2.6km. Low traffic expected. Best option: Rapido Bike.
236,Lawson's Bay,Telugu Samskruthika Niketanam,Kailasagiri,1.5,5 min,Rs.27,Rs.48,Rs.82,Moderate,Rapido Bike,7:30-9:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Lawson's Bay to Telugu Samskruthika Niketanam in Kailasagiri. ~1.5km. Moderate traffic expected. Best option: Rapido Bike.
237,Hanumanthuwaka,Telugu Samskruthika Niketanam,Kailasagiri,17.2,47 min,Rs.153,Rs.236,Rs.318,Moderate,Auto,8:00-10:00 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Hanumanthuwaka to Telugu Samskruthika Niketanam in Kailasagiri. ~17.2km. Moderate traffic expected. Best option: Auto.
238,Arilova,Telugu Samskruthika Niketanam,Kailasagiri,17.1,34 min,Rs.152,Rs.235,Rs.316,Low,Auto,8:30-10:30 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Arilova to Telugu Samskruthika Niketanam in Kailasagiri. ~17.1km. Low traffic expected. Best option: Auto.
239,Beach Road,Telugu Samskruthika Niketanam,Kailasagiri,1.8,7 min,Rs.29,Rs.52,Rs.87,High,Rapido Bike,6:30-9:00 AM; 5:30-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Beach Road to Telugu Samskruthika Niketanam in Kailasagiri. ~1.8km. High traffic expected. Best option: Rapido Bike.
240,Kailasagiri,Telugu Samskruthika Niketanam,Kailasagiri,1.8,5 min,Rs.29,Rs.52,Rs.87,Moderate,Rapido Bike,7:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Kailasagiri Hilltop; Cable Car Station; Tenneti Park,Travel from Kailasagiri to Telugu Samskruthika Niketanam in Kailasagiri. ~1.8km. Moderate traffic expected. Best option: Rapido Bike.
241,Gajuwaka,Andhra University Botany Museum,Waltair,17.0,46 min,Rs.151,Rs.234,Rs.315,Moderate,Auto,8:00-10:00 AM; 6:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Gajuwaka to Andhra University Botany Museum in Waltair. ~17.0km. Moderate traffic expected. Best option: Auto.
242,Kommadi,Andhra University Botany Museum,Waltair,17.9,36 min,Rs.158,Rs.245,Rs.328,Low,Auto,8:30-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Kommadi to Andhra University Botany Museum in Waltair. ~17.9km. Low traffic expected. Best option: Auto.
243,Madhurawada,Andhra University Botany Museum,Waltair,11.8,32 min,Rs.109,Rs.172,Rs.237,Moderate,Auto,8:00-10:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Madhurawada to Andhra University Botany Museum in Waltair. ~11.8km. Moderate traffic expected. Best option: Auto.
244,PM Palem,Andhra University Botany Museum,Waltair,16.1,1h 4min,Rs.144,Rs.223,Rs.302,High,Auto,8:30-10:00 AM; 6:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from PM Palem to Andhra University Botany Museum in Waltair. ~16.1km. High traffic expected. Best option: Auto.
245,MVP Colony,Andhra University Botany Museum,Waltair,7.9,16 min,Rs.78,Rs.125,Rs.178,Low,Rapido Bike,9:00-11:00 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from MVP Colony to Andhra University Botany Museum in Waltair. ~7.9km. Low traffic expected. Best option: Rapido Bike.
246,Siripuram,Andhra University Botany Museum,Waltair,5.1,20 min,Rs.56,Rs.91,Rs.136,High,Auto,9:00-11:30 AM; 6:30-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Siripuram to Andhra University Botany Museum in Waltair. ~5.1km. High traffic expected. Best option: Auto.
247,Dwaraka Nagar,Andhra University Botany Museum,Waltair,3.7,15 min,Rs.45,Rs.74,Rs.116,High,Rapido Bike,9:00-11:00 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Dwaraka Nagar to Andhra University Botany Museum in Waltair. ~3.7km. High traffic expected. Best option: Rapido Bike.
248,Maddilapalem,Andhra University Botany Museum,Waltair,3.2,9 min,Rs.41,Rs.68,Rs.108,Moderate,Rapido Bike,8:30-10:30 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Maddilapalem to Andhra University Botany Museum in Waltair. ~3.2km. Moderate traffic expected. Best option: Rapido Bike.
249,NAD Junction,Andhra University Botany Museum,Waltair,8.3,17 min,Rs.81,Rs.130,Rs.184,Low,Rapido Bike,8:00-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from NAD Junction to Andhra University Botany Museum in Waltair. ~8.3km. Low traffic expected. Best option: Rapido Bike.
250,Seethammadhara,Andhra University Botany Museum,Waltair,3.2,9 min,Rs.41,Rs.68,Rs.108,Moderate,Rapido Bike,9:00-11:00 AM; 6:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Seethammadhara to Andhra University Botany Museum in Waltair. ~3.2km. Moderate traffic expected. Best option: Rapido Bike.
251,Jagadamba,Andhra University Botany Museum,Waltair,3.1,12 min,Rs.40,Rs.67,Rs.106,High,Rapido Bike,10:00 AM-12:00 PM; 6:00-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Jagadamba to Andhra University Botany Museum in Waltair. ~3.1km. High traffic expected. Best option: Rapido Bike.
252,Asilmetta,Andhra University Botany Museum,Waltair,2.8,8 min,Rs.37,Rs.64,Rs.102,Moderate,Rapido Bike,9:00-11:30 AM; 6:00-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Asilmetta to Andhra University Botany Museum in Waltair. ~2.8km. Moderate traffic expected. Best option: Rapido Bike.
253,Railway Station,Andhra University Botany Museum,Waltair,5.6,34 min,Rs.60,Rs.97,Rs.144,Very High,Auto,7:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Railway Station to Andhra University Botany Museum in Waltair. ~5.6km. Very High traffic expected. Best option: Auto.
254,RTC Complex,Andhra University Botany Museum,Waltair,3.9,23 min,Rs.46,Rs.77,Rs.118,Very High,Rapido Bike,8:00-10:00 AM; 5:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from RTC Complex to Andhra University Botany Museum in Waltair. ~3.9km. Very High traffic expected. Best option: Rapido Bike.
255,Airport,Andhra University Botany Museum,Waltair,13.4,37 min,Rs.122,Rs.191,Rs.261,Moderate,Auto,6:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Airport to Andhra University Botany Museum in Waltair. ~13.4km. Moderate traffic expected. Best option: Auto.
256,Pendurthi,Andhra University Botany Museum,Waltair,17.8,49 min,Rs.157,Rs.244,Rs.327,Moderate,Auto,7:30-9:30 AM; 5:00-7:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Pendurthi to Andhra University Botany Museum in Waltair. ~17.8km. Moderate traffic expected. Best option: Auto.
257,Gopalapatnam,Andhra University Botany Museum,Waltair,18.9,52 min,Rs.166,Rs.257,Rs.344,Moderate,Auto,8:00-10:00 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Gopalapatnam to Andhra University Botany Museum in Waltair. ~18.9km. Moderate traffic expected. Best option: Auto.
258,Kurmannapalem,Andhra University Botany Museum,Waltair,18.3,1h 13min,Rs.161,Rs.250,Rs.334,High,Auto,8:00-9:30 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Kurmannapalem to Andhra University Botany Museum in Waltair. ~18.3km. High traffic expected. Best option: Auto.
259,Auto Nagar,Andhra University Botany Museum,Waltair,12.4,34 min,Rs.114,Rs.179,Rs.246,Moderate,Auto,7:30-9:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Auto Nagar to Andhra University Botany Museum in Waltair. ~12.4km. Moderate traffic expected. Best option: Auto.
260,Steel Plant,Andhra University Botany Museum,Waltair,15.6,31 min,Rs.140,Rs.217,Rs.294,Low,Auto,7:00-9:00 AM; 4:30-7:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Steel Plant to Andhra University Botany Museum in Waltair. ~15.6km. Low traffic expected. Best option: Auto.
261,Scindia,Andhra University Botany Museum,Waltair,12.2,33 min,Rs.113,Rs.176,Rs.243,Moderate,Auto,8:00-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Scindia to Andhra University Botany Museum in Waltair. ~12.2km. Moderate traffic expected. Best option: Auto.
262,One Town,Andhra University Botany Museum,Waltair,5.8,23 min,Rs.61,Rs.100,Rs.147,High,Auto,9:30-11:30 AM; 6:00-9:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from One Town to Andhra University Botany Museum in Waltair. ~5.8km. High traffic expected. Best option: Auto.
263,Poorna Market,Andhra University Botany Museum,Waltair,5.9,16 min,Rs.62,Rs.101,Rs.148,Moderate,Rapido Bike,9:30-12:00 PM; 5:30-9:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Poorna Market to Andhra University Botany Museum in Waltair. ~5.9km. Moderate traffic expected. Best option: Rapido Bike.
264,RK Beach,Andhra University Botany Museum,Waltair,3.2,9 min,Rs.41,Rs.68,Rs.108,Moderate,Rapido Bike,6:00-9:00 AM; 5:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from RK Beach to Andhra University Botany Museum in Waltair. ~3.2km. Moderate traffic expected. Best option: Rapido Bike.
265,Rushikonda,Andhra University Botany Museum,Waltair,2.9,6 min,Rs.38,Rs.65,Rs.104,Low,Rapido Bike,7:00-9:30 AM; 4:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Rushikonda to Andhra University Botany Museum in Waltair. ~2.9km. Low traffic expected. Best option: Rapido Bike.
266,Lawson's Bay,Andhra University Botany Museum,Waltair,2.1,8 min,Rs.32,Rs.55,Rs.92,High,Rapido Bike,7:30-9:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Lawson's Bay to Andhra University Botany Museum in Waltair. ~2.1km. High traffic expected. Best option: Rapido Bike.
267,Hanumanthuwaka,Andhra University Botany Museum,Waltair,11.1,30 min,Rs.104,Rs.163,Rs.226,Moderate,Auto,8:00-10:00 AM; 5:30-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Hanumanthuwaka to Andhra University Botany Museum in Waltair. ~11.1km. Moderate traffic expected. Best option: Auto.
268,Arilova,Andhra University Botany Museum,Waltair,11.6,23 min,Rs.108,Rs.169,Rs.234,Low,Auto,8:30-10:30 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Arilova to Andhra University Botany Museum in Waltair. ~11.6km. Low traffic expected. Best option: Auto.
269,Beach Road,Andhra University Botany Museum,Waltair,3.2,9 min,Rs.41,Rs.68,Rs.108,Moderate,Rapido Bike,6:30-9:00 AM; 5:30-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Beach Road to Andhra University Botany Museum in Waltair. ~3.2km. Moderate traffic expected. Best option: Rapido Bike.
270,Kailasagiri,Andhra University Botany Museum,Waltair,4.9,13 min,Rs.54,Rs.89,Rs.134,Moderate,Rapido Bike,7:00-9:00 AM; 5:00-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Andhra University Campus; Waltair Junction; AU Engineering Block,Travel from Kailasagiri to Andhra University Botany Museum in Waltair. ~4.9km. Moderate traffic expected. Best option: Rapido Bike.
271,Gajuwaka,Eastern Art Museum,Asilmetta,15.7,1h 34min,Rs.141,Rs.218,Rs.296,Very High,Cab,8:00-10:00 AM; 6:00-8:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Gajuwaka to Eastern Art Museum in Asilmetta. ~15.7km. Very High traffic expected. Best option: Cab.
272,Kommadi,Eastern Art Museum,Asilmetta,16.4,1h 38min,Rs.146,Rs.227,Rs.306,Very High,Cab,8:30-10:00 AM; 5:30-8:00 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Kommadi to Eastern Art Museum in Asilmetta. ~16.4km. Very High traffic expected. Best option: Cab.
273,Madhurawada,Eastern Art Museum,Asilmetta,8.2,22 min,Rs.81,Rs.128,Rs.183,Moderate,Rapido Bike,8:00-10:30 AM; 5:00-7:30 PM,11:00 AM-1:00 PM; 2:00-4:30 PM,Asilmetta Junction; Sampath Vinayaka Temple Road; Waltair Uplands,Travel from Madhurawada to Eastern Art Museum in Asilmetta. ~8.2km. Moderate traffic expected. Best option: Rapido Bike.
