"route_id,source_area,hospital_name,hospital_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,emergency_friendly,tourist_friendly,description"
"VZG00001,Gajuwaka,4S Multispeciality Hospital,Gajuwaka,Gajuwaka Bus Stop,28,City Bus,""Gajuwaka Junction, Gajuwaka Market, Hospital Zone"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,No,No,""APSRTC bus 28 from Gajuwaka to 4S Multispeciality Hospital in Gajuwaka. Passes through Gajuwaka, Major Junction, Gajuwaka. Approx 1.5 km, 9 mins."""
"VZG02646,Siripuram,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28D,City Bus,""Siripuram, Jagadamba, Dwaraka Nagar"",2.2,11 mins,Rs.10,05:30,22:00,10,0.3,Yes,No,""APSRTC bus 28D from Siripuram to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Siripuram, Major Junction, Dwaraka Nagar. Approx 2.2 km, 11 mins."""
"VZG02647,Dwaraka Nagar,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28D,City Bus,""Dwaraka Nagar Junction, Dwaraka Nagar Market"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,Yes,No,""APSRTC bus 28D from Dwaraka Nagar to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Dwaraka Nagar, Major Junction, Dwaraka Nagar. Approx 1.5 km, 9 mins."""
"VZG02648,Maddilapalem,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28D,City Bus,""Maddilapalem, Seethammadhara, Jagadamba, Dwaraka Nagar"",3.1,14 mins,Rs.10,05:30,22:00,15,0.3,Yes,No,""APSRTC bus 28D from Maddilapalem to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Maddilapalem, Major Junction, Dwaraka Nagar. Approx 3.1 km, 14 mins."""
"VZG02649,NAD Junction,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,39D,Express,""NAD Junction, Dondaparthy, Jagadamba, Dwaraka Nagar"",24.6,78 mins,Rs.30,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39D from NAD Junction to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through NAD Junction, Major Junction, Dwaraka Nagar. Approx 24.6 km, 78 mins."""
"VZG02650,Seethammadhara,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28D,City Bus,""Seethammadhara, Dondaparthy, Jagadamba, Dwaraka Nagar"",7.0,26 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 28D from Seethammadhara to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Seethammadhara, Major Junction, Dwaraka Nagar. Approx 7.0 km, 26 mins."""
"VZG02651,Jagadamba,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28D,City Bus,""Jagadamba, Siripuram, Jagadamba, Dwaraka Nagar"",4.9,19 mins,Rs.10,05:30,22:00,15,0.3,Yes,No,""APSRTC bus 28D from Jagadamba to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Jagadamba, Major Junction, Dwaraka Nagar. Approx 4.9 km, 19 mins."""
"VZG02652,Asilmetta,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28D,City Bus,""Asilmetta, Jagadamba, Dwaraka Nagar"",6.2,23 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 28D from Asilmetta to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Asilmetta, Major Junction, Dwaraka Nagar. Approx 6.2 km, 23 mins."""
"VZG02653,Railway Station,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28D,City Bus,""Railway Station, RTC Complex, Jagadamba, Dwaraka Nagar"",9.8,34 mins,Rs.15,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28D from Railway Station to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Railway Station, Major Junction, Dwaraka Nagar. Approx 9.8 km, 34 mins."""
"VZG02654,RTC Complex,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28D,City Bus,""RTC Complex, Jagadamba, Dwaraka Nagar"",7.9,28 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 28D from RTC Complex to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through RTC Complex, Major Junction, Dwaraka Nagar. Approx 7.9 km, 28 mins."""
"VZG02655,Airport,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,38AD,Express,""Airport, Bhimli Road, Jagadamba, Dwaraka Nagar"",31.1,98 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 38AD from Airport to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Airport, Major Junction, Dwaraka Nagar. Approx 31.1 km, 98 mins."""
"VZG02656,Pendurthi,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,39PD,Express,""Pendurthi, Marripalem, Jagadamba, Dwaraka Nagar"",44.5,138 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39PD from Pendurthi to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Pendurthi, Major Junction, Dwaraka Nagar. Approx 44.5 km, 138 mins."""
"VZG02657,Gopalapatnam,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,39GD,Express,""Gopalapatnam, NAD Junction, Jagadamba, Dwaraka Nagar"",25.8,82 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39GD from Gopalapatnam to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Gopalapatnam, Major Junction, Dwaraka Nagar. Approx 25.8 km, 82 mins."""
"VZG02658,Kurmannapalem,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,39KND,Express,""Kurmannapalem, NAD Junction, Jagadamba, Dwaraka Nagar"",30.6,96 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39KND from Kurmannapalem to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Kurmannapalem, Major Junction, Dwaraka Nagar. Approx 30.6 km, 96 mins."""
"VZG02659,Auto Nagar,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400D,Express,""Auto Nagar, Kancharapalem, Jagadamba, Dwaraka Nagar"",33.5,105 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 400D from Auto Nagar to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Auto Nagar, Major Junction, Dwaraka Nagar. Approx 33.5 km, 105 mins."""
"VZG02660,Steel Plant,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400D,Express,""Steel Plant, Gajuwaka, Jagadamba, Dwaraka Nagar"",37.6,117 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 400D from Steel Plant to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Steel Plant, Major Junction, Dwaraka Nagar. Approx 37.6 km, 117 mins."""
"VZG02661,Scindia,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28SCD,Semi-Express,""Scindia, One Town, Jagadamba, Dwaraka Nagar"",11.0,38 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28SCD from Scindia to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Scindia, Major Junction, Dwaraka Nagar. Approx 11.0 km, 38 mins."""
"VZG02662,One Town,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28OTD,Semi-Express,""One Town, RTC Complex, Jagadamba, Dwaraka Nagar"",12.8,43 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28OTD from One Town to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through One Town, Major Junction, Dwaraka Nagar. Approx 12.8 km, 43 mins."""
"VZG02663,Poorna Market,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28PMD,Semi-Express,""Poorna Market, One Town, Jagadamba, Dwaraka Nagar"",12.4,42 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28PMD from Poorna Market to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Poorna Market, Major Junction, Dwaraka Nagar. Approx 12.4 km, 42 mins."""
"VZG02664,RK Beach,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28RKD,City Bus,""RK Beach, Siripuram, Jagadamba, Dwaraka Nagar"",7.9,28 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 28RKD from RK Beach to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through RK Beach, Major Junction, Dwaraka Nagar. Approx 7.9 km, 28 mins."""
"VZG02665,Rushikonda,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,99RD,Express,""Rushikonda, Kommadi, Jagadamba, Dwaraka Nagar"",39.8,124 mins,Rs.40,06:00,21:00,30,0.8,Partial,No,""APSRTC bus 99RD from Rushikonda to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Rushikonda, Major Junction, Dwaraka Nagar. Approx 39.8 km, 124 mins."""
"VZG02666,Lawson's Bay,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28LBD,Semi-Express,""Lawson's Bay, Siripuram, Jagadamba, Dwaraka Nagar"",18.8,61 mins,Rs.25,06:00,21:00,30,0.8,Partial,No,""APSRTC bus 28LBD from Lawson's Bay to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Lawson's Bay, Major Junction, Dwaraka Nagar. Approx 18.8 km, 61 mins."""
"VZG02667,Hanumanthuwaka,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28HD,Semi-Express,""Hanumanthuwaka, Madhavadhara, Jagadamba, Dwaraka Nagar"",13.2,44 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28HD from Hanumanthuwaka to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Hanumanthuwaka, Major Junction, Dwaraka Nagar. Approx 13.2 km, 44 mins."""
"VZG02668,Arilova,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,99ARD,Express,""Arilova, NAD Junction, Jagadamba, Dwaraka Nagar"",26.4,84 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99ARD from Arilova to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Arilova, Major Junction, Dwaraka Nagar. Approx 26.4 km, 84 mins."""
"VZG02669,Beach Road,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28BRD,City Bus,""Beach Road, Siripuram, Jagadamba, Dwaraka Nagar"",7.9,28 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 28BRD from Beach Road to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Beach Road, Major Junction, Dwaraka Nagar. Approx 7.9 km, 28 mins."""
"VZG02670,Kailasagiri,Apollo Hospital Emergency Centre - Dwaraka Nagar,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28KGD,Semi-Express,""Kailasagiri, RK Beach, Jagadamba, Dwaraka Nagar"",14.8,49 mins,Rs.20,06:00,21:00,20,0.5,Yes,No,""APSRTC bus 28KGD from Kailasagiri to Apollo Hospital Emergency Centre - Dwaraka Nagar in Dwaraka Nagar. Passes through Kailasagiri, Major Junction, Dwaraka Nagar. Approx 14.8 km, 49 mins."""
"VZG02671,Gajuwaka,KIMS Icon Hospital,Siripuram,Siripuram Junction,28,Express,""Gajuwaka, Dondaparthy, Seethammadhara, Siripuram"",39.7,124 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Gajuwaka to KIMS Icon Hospital in Siripuram. Passes through Gajuwaka Junction, Dondaparthy, Seethammadhara, Siripuram. Approx 39.7 km, 124 mins."""
"VZG02672,Kommadi,KIMS Icon Hospital,Siripuram,Siripuram Junction,99S,Express,""Kommadi, NAD Junction, Seethammadhara, Siripuram"",28.9,91 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99S from Kommadi to KIMS Icon Hospital in Siripuram. Passes through Kommadi, Madhurawada, NAD Junction, Siripuram. Approx 28.9 km, 91 mins."""
"VZG02673,Madhurawada,KIMS Icon Hospital,Siripuram,Siripuram Junction,99S,Express,""Madhurawada, NAD Junction, Seethammadhara, Siripuram"",33.1,104 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99S from Madhurawada to KIMS Icon Hospital in Siripuram. Passes through Madhurawada, NAD Junction, Seethammadhara, Siripuram. Approx 33.1 km, 104 mins."""
"VZG02674,PM Palem,KIMS Icon Hospital,Siripuram,Siripuram Junction,99S,Express,""PM Palem, Madhurawada, Jagadamba, Siripuram"",37.5,117 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99S from PM Palem to KIMS Icon Hospital in Siripuram. Passes through PM Palem, Major Junction, Siripuram. Approx 37.5 km, 117 mins."""
"VZG02675,MVP Colony,KIMS Icon Hospital,Siripuram,Siripuram Junction,29,City Bus,""MVP Colony, Seethammadhara, Jagadamba, Siripuram"",2.2,11 mins,Rs.10,05:30,22:00,10,0.3,Yes,No,""APSRTC bus 29 from MVP Colony to KIMS Icon Hospital in Siripuram. Passes through MVP Colony, Siripuram Junction. Approx 2.2 km, 11 mins."""
"VZG02676,Siripuram,KIMS Icon Hospital,Siripuram,Siripuram Junction,28S,City Bus,""Siripuram Junction, Siripuram Market"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,Yes,No,""APSRTC bus 28S from Siripuram to KIMS Icon Hospital in Siripuram. Passes through Siripuram, Major Junction, Siripuram. Approx 1.5 km, 9 mins."""
"VZG02677,Dwaraka Nagar,KIMS Icon Hospital,Siripuram,Siripuram Junction,28S,City Bus,""Dwaraka Nagar, Jagadamba, Siripuram"",2.2,11 mins,Rs.10,05:30,22:00,10,0.3,Yes,No,""APSRTC bus 28S from Dwaraka Nagar to KIMS Icon Hospital in Siripuram. Passes through Dwaraka Nagar, Major Junction, Siripuram. Approx 2.2 km, 11 mins."""
"VZG02678,Maddilapalem,KIMS Icon Hospital,Siripuram,Siripuram Junction,28S,City Bus,""Maddilapalem, Seethammadhara, Jagadamba, Siripuram"",4.9,19 mins,Rs.10,05:30,22:00,15,0.3,Yes,No,""APSRTC bus 28S from Maddilapalem to KIMS Icon Hospital in Siripuram. Passes through Maddilapalem, Major Junction, Siripuram. Approx 4.9 km, 19 mins."""
"VZG02679,NAD Junction,KIMS Icon Hospital,Siripuram,Siripuram Junction,39S,Express,""NAD Junction, Dondaparthy, Jagadamba, Siripuram"",22.7,73 mins,Rs.30,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39S from NAD Junction to KIMS Icon Hospital in Siripuram. Passes through NAD Junction, Major Junction, Siripuram. Approx 22.7 km, 73 mins."""
"VZG02680,Seethammadhara,KIMS Icon Hospital,Siripuram,Siripuram Junction,28S,City Bus,""Seethammadhara, Dondaparthy, Jagadamba, Siripuram"",9.1,32 mins,Rs.15,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28S from Seethammadhara to KIMS Icon Hospital in Siripuram. Passes through Seethammadhara Junction, Siripuram. Approx 9.1 km, 32 mins."""
"VZG02681,Jagadamba,KIMS Icon Hospital,Siripuram,Siripuram Junction,28S,City Bus,""Jagadamba, Siripuram, Jagadamba, Siripuram"",7.0,26 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 28S from Jagadamba to KIMS Icon Hospital in Siripuram. Passes through Jagadamba Centre, Siripuram Junction. Approx 7.0 km, 26 mins."""
"VZG02682,Asilmetta,KIMS Icon Hospital,Siripuram,Siripuram Junction,28S,City Bus,""Asilmetta, Jagadamba, Siripuram"",7.9,28 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 28S from Asilmetta to KIMS Icon Hospital in Siripuram. Passes through Asilmetta, Major Junction, Siripuram. Approx 7.9 km, 28 mins."""
"VZG02683,Railway Station,KIMS Icon Hospital,Siripuram,Siripuram Junction,28S,Semi-Express,""Railway Station, RTC Complex, Jagadamba, Siripuram"",11.0,38 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28S from Railway Station to KIMS Icon Hospital in Siripuram. Passes through Railway Station, Major Junction, Siripuram. Approx 11.0 km, 38 mins."""
"VZG02684,RTC Complex,KIMS Icon Hospital,Siripuram,Siripuram Junction,28S,City Bus,""RTC Complex, Jagadamba, Siripuram"",9.3,32 mins,Rs.15,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28S from RTC Complex to KIMS Icon Hospital in Siripuram. Passes through RTC Complex, Major Junction, Siripuram. Approx 9.3 km, 32 mins."""
"VZG02685,Airport,KIMS Icon Hospital,Siripuram,Siripuram Junction,38AS,Express,""Airport, Bhimli Road, Jagadamba, Siripuram"",28.9,91 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 38AS from Airport to KIMS Icon Hospital in Siripuram. Passes through Airport, Major Junction, Siripuram. Approx 28.9 km, 91 mins."""
"VZG02686,Pendurthi,KIMS Icon Hospital,Siripuram,Siripuram Junction,39PS,Express,""Pendurthi, Marripalem, Jagadamba, Siripuram"",42.3,131 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39PS from Pendurthi to KIMS Icon Hospital in Siripuram. Passes through Pendurthi, Major Junction, Siripuram. Approx 42.3 km, 131 mins."""
"VZG02687,Gopalapatnam,KIMS Icon Hospital,Siripuram,Siripuram Junction,39GS,Express,""Gopalapatnam, NAD Junction, Jagadamba, Siripuram"",23.7,76 mins,Rs.30,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39GS from Gopalapatnam to KIMS Icon Hospital in Siripuram. Passes through Gopalapatnam, Major Junction, Siripuram. Approx 23.7 km, 76 mins."""
"VZG02688,Kurmannapalem,KIMS Icon Hospital,Siripuram,Siripuram Junction,39KNS,Express,""Kurmannapalem, NAD Junction, Jagadamba, Siripuram"",28.6,90 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 39KNS from Kurmannapalem to KIMS Icon Hospital in Siripuram. Passes through Kurmannapalem, Major Junction, Siripuram. Approx 28.6 km, 90 mins."""
"VZG02689,Auto Nagar,KIMS Icon Hospital,Siripuram,Siripuram Junction,400S,Express,""Auto Nagar, Kancharapalem, Jagadamba, Siripuram"",31.5,99 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 400S from Auto Nagar to KIMS Icon Hospital in Siripuram. Passes through Auto Nagar, Major Junction, Siripuram. Approx 31.5 km, 99 mins."""
"VZG02690,Steel Plant,KIMS Icon Hospital,Siripuram,Siripuram Junction,400S,Express,""Steel Plant, Gajuwaka, Jagadamba, Siripuram"",35.5,111 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 400S from Steel Plant to KIMS Icon Hospital in Siripuram. Passes through Steel Plant, Major Junction, Siripuram. Approx 35.5 km, 111 mins."""
"VZG02691,Scindia,KIMS Icon Hospital,Siripuram,Siripuram Junction,28SCS,Semi-Express,""Scindia, One Town, Jagadamba, Siripuram"",12.4,42 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28SCS from Scindia to KIMS Icon Hospital in Siripuram. Passes through Scindia, Major Junction, Siripuram. Approx 12.4 km, 42 mins."""
"VZG02692,One Town,KIMS Icon Hospital,Siripuram,Siripuram Junction,28OTS,Semi-Express,""One Town, RTC Complex, Jagadamba, Siripuram"",14.1,47 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28OTS from One Town to KIMS Icon Hospital in Siripuram. Passes through One Town, Major Junction, Siripuram. Approx 14.1 km, 47 mins."""
"VZG02693,Poorna Market,KIMS Icon Hospital,Siripuram,Siripuram Junction,28PMS,Semi-Express,""Poorna Market, One Town, Jagadamba, Siripuram"",14.1,47 mins,Rs.20,05:30,22:00,20,0.5,Yes,No,""APSRTC bus 28PMS from Poorna Market to KIMS Icon Hospital in Siripuram. Passes through Poorna Market, Major Junction, Siripuram. Approx 14.1 km, 47 mins."""
"VZG02694,RK Beach,KIMS Icon Hospital,Siripuram,Siripuram Junction,28RKS,City Bus,""RK Beach, Siripuram, Jagadamba, Siripuram"",6.2,23 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 28RKS from RK Beach to KIMS Icon Hospital in Siripuram. Passes through RK Beach, Major Junction, Siripuram. Approx 6.2 km, 23 mins."""
"VZG02695,Rushikonda,KIMS Icon Hospital,Siripuram,Siripuram Junction,99RS,Express,""Rushikonda, Kommadi, Jagadamba, Siripuram"",37.7,118 mins,Rs.40,06:00,21:00,30,0.8,Partial,No,""APSRTC bus 99RS from Rushikonda to KIMS Icon Hospital in Siripuram. Passes through Rushikonda, Major Junction, Siripuram. Approx 37.7 km, 118 mins."""
"VZG02696,Lawson's Bay,KIMS Icon Hospital,Siripuram,Siripuram Junction,28LBS,Semi-Express,""Lawson's Bay, Siripuram, Jagadamba, Siripuram"",16.8,55 mins,Rs.25,06:00,21:00,30,0.8,Partial,No,""APSRTC bus 28LBS from Lawson's Bay to KIMS Icon Hospital in Siripuram. Passes through Lawson's Bay, Major Junction, Siripuram. Approx 16.8 km, 55 mins."""
"VZG02697,Hanumanthuwaka,KIMS Icon Hospital,Siripuram,Siripuram Junction,28HS,Semi-Express,""Hanumanthuwaka, Madhavadhara, Jagadamba, Siripuram"",15.4,51 mins,Rs.25,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28HS from Hanumanthuwaka to KIMS Icon Hospital in Siripuram. Passes through Hanumanthuwaka, Major Junction, Siripuram. Approx 15.4 km, 51 mins."""
"VZG02698,Arilova,KIMS Icon Hospital,Siripuram,Siripuram Junction,99ARS,Express,""Arilova, NAD Junction, Jagadamba, Siripuram"",24.2,77 mins,Rs.30,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99ARS from Arilova to KIMS Icon Hospital in Siripuram. Passes through Health City, Arilova, Bheemunipatnam Road, Siripuram. Approx 24.2 km, 77 mins."""
"VZG02699,Beach Road,KIMS Icon Hospital,Siripuram,Siripuram Junction,28BRS,City Bus,""Beach Road, Siripuram, Jagadamba, Siripuram"",6.2,23 mins,Rs.15,05:30,22:00,15,0.5,Yes,No,""APSRTC bus 28BRS from Beach Road to KIMS Icon Hospital in Siripuram. Passes through Beach Road, Major Junction, Siripuram. Approx 6.2 km, 23 mins."""
"VZG02700,Kailasagiri,KIMS Icon Hospital,Siripuram,Siripuram Junction,28KGS,Semi-Express,""Kailasagiri, RK Beach, Jagadamba, Siripuram"",12.8,43 mins,Rs.20,06:00,21:00,20,0.5,Yes,No,""APSRTC bus 28KGS from Kailasagiri to KIMS Icon Hospital in Siripuram. Passes through Kailasagiri, Major Junction, Siripuram. Approx 12.8 km, 43 mins."""
"VZG02701,Gajuwaka,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28,Express,""Gajuwaka, Dondaparthy, Seethammadhara, Siripuram"",39.7,124 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 28 from Gajuwaka to Medicover Hospitals Vizag in Siripuram. Passes through Gajuwaka Junction, Dondaparthy, Seethammadhara, Siripuram. Approx 39.7 km, 124 mins."""
"VZG02702,Kommadi,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,99S,Express,""Kommadi, NAD Junction, Seethammadhara, Siripuram"",28.9,91 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99S from Kommadi to Medicover Hospitals Vizag in Siripuram. Passes through Kommadi, Madhurawada, NAD Junction, Siripuram. Approx 28.9 km, 91 mins."""
"VZG02703,Madhurawada,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,99S,Express,""Madhurawada, NAD Junction, Seethammadhara, Siripuram"",33.1,104 mins,Rs.35,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99S from Madhurawada to Medicover Hospitals Vizag in Siripuram. Passes through Madhurawada, NAD Junction, Seethammadhara, Siripuram. Approx 33.1 km, 104 mins."""
"VZG02704,PM Palem,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,99S,Express,""PM Palem, Madhurawada, Jagadamba, Siripuram"",37.5,117 mins,Rs.40,05:30,22:00,30,0.8,Partial,No,""APSRTC bus 99S from PM Palem to Medicover Hospitals Vizag in Siripuram. Passes through PM Palem, Major Junction, Siripuram. Approx 37.5 km, 117 mins."""
"VZG02705,MVP Colony,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,29,City Bus,""MVP Colony, Seethammadhara, Jagadamba, Siripuram"",2.2,11 mins,Rs.10,05:30,22:00,10,0.3,Yes,No,""APSRTC bus 29 from MVP Colony to Medicover Hospitals Vizag in Siripuram. Passes through MVP Colony, Siripuram Junction. Approx 2.2 km, 11 mins."""
"VZG02706,Siripuram,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28S,City Bus,""Siripuram Junction, Siripuram Market"",1.5,9 mins,Rs.10,05:30,22:00,10,0.3,Yes,No,""APSRTC bus 28S from Siripuram to Medicover Hospitals Vizag in Siripuram. Passes through Siripuram, Major Junction, Siripuram. Approx 1.5 km, 9 mins."""
"VZG02707,Dwaraka Nagar,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28S,City Bus,""Dwaraka Nagar, Jagadamba, Siripuram"",2.2,11 mins,Rs.10,05:30,22:00,10,0.3,Yes,No,""APSRTC bus 28S from Dwaraka Nagar to Medicover Hospitals Vizag in Siripuram. Passes through Dwaraka Nagar, Major Junction, Siripuram. Approx 2.2 km, 11 mins."""
"VZG02708,Maddilapalem,Medicover Hospitals Vizag,Siripuram,Siripuram Bus Stop,28S,City Bus,""Maddilapalem, Seethammadhara, Jagadamba, Siripuram"",4.9,19 mins,Rs.10,05:30,22:00,15,0.3,Yes,No,""APSRTC bus 28S from Maddilapalem to Medicover Hospitals Vizag in Siripuram. Passes through Maddilapalem, Major Junction, Siripuram. Approx 4.9 km, 19 mins."""
