Restaurant Name,Address,City,Category,Rating,Reviews Count,Speciality,Budget Min (INR),Budget Max (INR),Expected Budget Range
Gajuwaka Super Market,"26-27-21, kanithi rd",Gajuwaka,Supermarket,4.0,295,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Western Cafe- Street No:21,"26-50-17, opp: sbi bank, kanithi rd","Gajuvaka, Gajuwaka",Cafe,4.5,23,"Cafe beverages, snacks, light meals & desserts",80,350,Rs.80 - Rs.350 per person
Deepthi Book Distributors,"24-104-6, kanithi rd",Gajuwaka,Book store,3.7,500,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Sfc Fast Foods,,,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Bunny'S Family Restaurant Delevery Unit,"530046, andhra pradesh transit secretariat rd","Amaravati, Gajuwaka",Food broker,1.9,21,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Bhimas Residency,duvvada rd,Gajuwaka,Hotel,4.5,551,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Sri Sai Tiffins & Fast Food Centre,"m5q9+qc3, duvvada railway station rd",Gajuwaka,Apartment complex,3.7,86,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
The Dessert Heaven Is A Pure Veg,"shop no.2, vijaya complex, duvvada rd, opp. annapurna theatre",Gajuwaka,Bakery,2.9,15,"Pure vegetarian meals, South Indian & North Indian veg dishes",80,300,Rs.80 - Rs.300 per person
Bharghava Boys Hostel,"d.no:31-12-1/4, road no-3",Gajuwaka,Boys' hostel,4.7,188,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Cakes Den,"no: 30-37-13, lakshmipuram, vadlapudi p.o, beside b.r.ambadkar jr.collage",Gajuwaka,Bakery,4.0,21,"Fresh baked goods, cakes, pastries, cookies & sweets",50,300,Rs.50 - Rs.300 per person
Cakezone,"shop no.2, vijaya complex, 1st floor, sri surya complex, duvvada rd, opp. annapurna theatre",Gajuwaka,Bakery,3.2,23,"Fresh baked goods, cakes, pastries, cookies & sweets",50,300,Rs.50 - Rs.300 per person
New Bezawada Sweets Home Foods & Bakery,30-23-31,Gajuwaka,Candy store,4.5,6,"Fresh baked goods, cakes, pastries, cookies & sweets",50,300,Rs.50 - Rs.300 per person
Cakes Heaven,"no.31-30, 214",Gajuwaka,Bakery,3.0,4,"Fresh baked goods, cakes, pastries, cookies & sweets",50,300,Rs.50 - Rs.300 per person
???? ????????? ??? ???????? ??????,,Gajuwaka,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Shiva Pani Puri And Hot Chat,"door no 1, duvvada railway station rd, near vignans high school",Gajuwaka,Indian restaurant,,0,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
Laxmi Furniture,30-40-10,"Visakhapatnam, Lakshmi Puram",Furniture store,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Omkar Visakha Dairy Soft Cone Ice Cream,m5r8+9gm,Gajuwaka,Ice cream shop,3.4,10,"Ice creams, sundaes, desserts & frozen treats",60,250,Rs.60 - Rs.250 per person
Bangalore Iyengar Bakery & Sweets,,Gajuwaka,Bakery,4.0,7,"Fresh baked goods, cakes, pastries, cookies & sweets",50,300,Rs.50 - Rs.300 per person
Pastry Chef,"flat 101,102,103 kbc appartments, block a, duvvada railway station rd, near icici bank",Gajuwaka,Bakery,4.8,4614,"Fresh baked goods, cakes, pastries, cookies & sweets",50,300,Rs.50 - Rs.300 per person
Sri Manikanta Sweet And Bakery,"down, duvvada - sabbavaram rd",Gajuwaka,Restaurant,5.0,4,"Fresh baked goods, cakes, pastries, cookies & sweets",50,300,Rs.50 - Rs.300 per person
Sri Gowri Nagasai Hotel,mdr110,Gajuwaka,Tiffin center,1.5,2,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Dyuthi Chicken Centre,"m5x6+79m, duvvada station road staion road, duvvada rd, opp. cygentt hotel",Gajuwaka,Chicken shop,2.5,2,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Sri Manikanta Chicken Center,"shop no 30, kanithi rd, near sfs school",Gajuwaka,Fast food restaurant,,0,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Chaitanya Nagar,,Gajuwaka,,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Sri Kunchum Restaurant,,Gajuwaka,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Purushotham,"door no 28, kanithi colony main rd, 45-11, 1st st",Gajuwaka,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
The Food Junction,"58-1-75, marripalem main rd, opp. sravani bar and restaurant, above 7th heaven bakery",Visakhapatnam,Restaurant,4.6,611,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Nandini Srinivasa Parlour,araku - visakhapatnam rd,Visakhapatnam,South Indian restaurant,3.7,1318,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Hotel Prabha Veg Restaurant,"nad kotha road, junction, araku - visakhapatnam rd",Visakhapatnam,South Indian restaurant,4.0,5154,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Jai Ganesh Maen Restaurant,"2-10, gopalapatnam main road",Visakhapatnam,Vegetarian restaurant,4.7,671,"Pure vegetarian meals, South Indian & North Indian veg dishes",80,300,Rs.80 - Rs.300 per person
Eaters Stop Restaurant,"21-164/1 , plot no 3 , butchirajupalem, airport to nad road, nh16",Visakhapatnam,Restaurant,4.0,6172,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Shruthi Tiffins & Meals Center,"mig-60, 58-14-50/3, nh16",Visakhapatnam,Breakfast restaurant,4.0,1254,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Gunturu Vari Mess (Pure Vegetarian),"gopalapatnam main road, opp. narasimha theater",Pullambotlapalem,Indian restaurant,3.8,60,"Pure vegetarian meals, South Indian & North Indian veg dishes",80,300,Rs.80 - Rs.300 per person
Shiridi Saibaba Guntur Mess,q639+gq6,Pullambotlapalem,Vegetarian restaurant,4.3,33,"Pure vegetarian meals, South Indian & North Indian veg dishes",80,300,Rs.80 - Rs.300 per person
Behrouz Biryani Nad Vizag,"araku-visakhapatnam rd shop 11-223/2, first floor, above janapriya shoe mart",Visakhapatnam,Restaurant,3.8,75,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Rasoi. Since 2000,"58-1-272, nad kotha rd",Visakhapatnam,Biryani restaurant,3.5,559,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Nandhini & Rasoi Hotel,"dadi complex, #58-1-398, nad 'x' rd, opposite narayana college",Visakhapatnam,South Indian restaurant,3.2,91,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Chop Suey Restaurant,"ground floor, 58-1-234, opposite pento church",Visakhapatnam,Restaurant,4.1,197,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
The Pirates Mandi,ground floor,Visakhapatnam,Restaurant,4.1,114,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Gopalapatnam Fish Market,"4-229, opp laxmi vilas bank,, main road, gopalapatnam",Visakhapatnam,Seafood restaurant,4.1,9,"Fresh seafood: fish fry, prawn curry, crab masala & coastal Andhra delicacies",200,800,Rs.200 - Rs.800 per person
Nawabe Restaurant And Mandi Darbar,opposite bhuvaneswari paints,Visakhapatnam,Restaurant,4.1,1541,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
The Food House,ramalayam veedhi,Visakhapatnam,North Indian restaurant,4.3,22,"North Indian curries, roti, dal makhani, paneer dishes & lassi",120,450,Rs.120 - Rs.450 per person
Dfc Nad,"58-1-320, 1st floor, opp. state bank of india",Visakhapatnam,Fast food restaurant,4.5,266,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Swap,nad kotha rd,Visakhapatnam,Health food restaurant,3.5,58,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
D Cloud 9 Kitchen,"58-1-290/1/1, main road, nad kotha rd",Visakhapatnam,Chinese restaurant,3.3,26,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Pizza Den,near indian oil petrol bunk,Visakhapatnam,Pizza restaurant,4.3,357,"Pizzas, pasta, garlic bread & Italian-style fast food",150,600,Rs.150 - Rs.600 per person
Paradise Biryani | Nad Cross Road,"ground floor, survey no.21/1ci ,butchirajupalem road",Visakhapatnam,Biryani restaurant,4.2,1924,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Lighthouse Restaurant,"d. no: 248/p, manikanta nagar beside united christ church, kottapalem, narava rd",Kotta Narava,Restaurant,4.1,253,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Zeeshan Restaurant Gopalpatanam,main rd,Visakhapatnam,Restaurant,4.1,448,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Aadaab Restaurant,"p6rp+wf2, kotha rd",Visakhapatnam,Family restaurant,3.6,831,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Helly&Chilly,"family gate, beside st anns school, near natl",Visakhapatnam,Restaurant,4.9,48,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Mee Aha Food Court,"d. no 13-203/1, lg polymers road",Pullambotlapalem,Andhra restaurant,4.8,114,"Authentic Andhra meals, spicy curries, rice dishes & chutneys",80,300,Rs.80 - Rs.300 per person
Kakka Buvva Nonveg Curry Point,,Visakhapatnam,Biryani restaurant,3.7,194,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Biryani Box,"p6wf+55h siva nagar, gopalapatnam main road, beside nookambica tempele",Visakhapatnam,Biryani restaurant,3.7,495,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Amma Vantillu,58-18-11/1 nad junction,Visakhapatnam,Chinese restaurant,3.6,72,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
New Ram Sai Parlour & Veg And Non Veg Restaurant,39-20-59/3,Visakhapatnam,South Indian restaurant,3.9,3638,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Bhale Biryani Nad Junction,"d, 58-1-413/2, nad kotha rd",Visakhapatnam,Biryani restaurant,4.5,89,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
The Someshwara Cafe,"pml complex, road",Visakhapatnam,Restaurant,4.4,10,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Red Mirchi | Restaurant And Takeaway,"araku - visakhapatnam rd, beside sarvani sweets, opposite hotel prabha",Visakhapatnam,Restaurant,5.0,16,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Hotel Golden Alfa,"sri sai villa chambers, medapati st",Visakhapatnam,Restaurant,3.5,1209,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Deccan Pizza,"p6vj+vpq, nad flyover",Visakhapatnam,Restaurant,5.0,11,"Pizzas, pasta, garlic bread & Italian-style fast food",150,600,Rs.150 - Rs.600 per person
Nizam Biriyani Palace,"p6vm+qff krishna temple, nad junction,nstl back gate, opposite vishakapatanam",Visakhapatnam,Biryani restaurant,3.9,19,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Azeez Biryani Center,58-18-23/9,Visakhapatnam,Biryani restaurant,4.0,11,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Biriyani'S,nad kotha rd,Visakhapatnam,Biryani restaurant,4.0,33,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Bheemas - Biryani & Pulav,"gowri road, 58-1-241",Visakhapatnam,Food court,5.0,36,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Jaya Laxmi Healthy Foods,stbl line,Kotta Narava,Restaurant,4.8,1469,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Yumm! Restaurant,"sri kamakshi residency, plot no:101",Gajuwaka,Restaurant,4.1,62,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Kebab Chef,39-27-15,Visakhapatnam,Restaurant,4.3,2969,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Vijaya Garden Restaurant And Bar,"bus stop ln, main road, nh16",Visakhapatnam,Restaurant,4.0,438,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Galaxy Restaurant,"nh - 16, near airport",Gajuwaka,Restaurant,4.4,33,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
The Alpahar,"madhavadhara last, bus stop, opp. pollution control board",Visakhapatnam,Restaurant,4.3,13,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Gowthami'S Kitchen,madhavadhara vuda colony,Visakhapatnam,Indian takeaway,4.0,5,"Quick takeaway meals, combos & packaged food",80,300,Rs.80 - Rs.300 per person
Kava Grill & Lounge,"ksr prime, r & b junction",Visakhapatnam,Continental restaurant,3.6,85,"Cocktails, mocktails, beverages & bar snacks",300,1200,Rs.300 - Rs.1200 per person
Treebo Grand Milan,"road number 3, phase 1",Visakhapatnam,Lodge,4.2,249,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Fairfield By Marriott Visakhapatnam,ksr prime r&b junction,Visakhapatnam,Hotel,4.3,6583,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Himalaya Restaurant And Bar,"ward no-39, 39-26-44/2, punjab hotel junction",Visakhapatnam,Bar & grill,3.3,239,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Escape Room,p7w7+367,Visakhapatnam,Cafe,4.4,535,"Cafe beverages, snacks, light meals & desserts",80,350,Rs.80 - Rs.350 per person
Kankadurga Samosa Snacks,"p6ww+vg8, entrance main road straight upwards",Visakhapatnam,Country food restaurant,4.5,2,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Vijayawada Home Foods,"p7x6+3r7, main rd",Visakhapatnam,Candy store,4.2,303,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Kundrapu Bhavani,"344, near bus stop",Visakhapatnam,Fast food restaurant,4.0,1,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Hotel New Anupama Guest House A/C,"q722+22m, near rto office road",Visakhapatnam,Lodge,3.6,38,"Full-service dining with multi-cuisine buffet, meals & beverages",200,700,Rs.200 - Rs.700 per person
Thursday Market,"215 mig, ap pollution control board rd",Visakhapatnam,Market,4.2,105,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Ksr Prime,"ksr prime, nh 5, visakhapatnam, andhra pradesh 530009, near r & b guest house",Visakhapatnam,Grocery store,4.1,49,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
South India Tiffin Parlour,"p6xw+r6j, vuda layout rd",Visakhapatnam,Restaurant,,0,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Fish Market,"38-30-253, green gardens",Visakhapatnam,Seafood market,4.1,36,"Fresh seafood: fish fry, prawn curry, crab masala & coastal Andhra delicacies",200,800,Rs.200 - Rs.800 per person
Biryani Restaurant,39-33-104/6,Visakhapatnam,Restaurant,,0,"Hyderabadi & Andhra-style biryani, kebabs & raita",100,400,Rs.100 - Rs.400 per person
Flavourz Veg & Non Veg Tiffins,"ward sachivalayam building, 21-214/1, kakani nagar rd, beside canara bank",Visakhapatnam,Tiffin center,4.8,13,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Raanos,p6hf+5jc,Gajuwaka,Restaurant,1.9,68,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Airr Lounge,"first floor, of domestic, security hold area, international airport, nh16, opp. viman nagar",Gajuwaka,Restaurant,2.3,38,"Cocktails, mocktails, beverages & bar snacks",300,1200,Rs.300 - Rs.1200 per person
Bawarchi,"international airport, old, airport entrance rd","Visakhapatnam, Gajuwaka",Indian restaurant,1.0,3,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
The Mixing Bowl,"p6hf+4px, airport entrance rd",Gajuwaka,Restaurant,1.4,5,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Afs Food Service,p6hf+5jc,Gajuwaka,Restaurant,3.3,7,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Rk Bar & Restaurant,,Visakhapatnam,Bar,3.8,142,"Cocktails, mocktails, beverages & bar snacks",300,1200,Rs.300 - Rs.1200 per person
Asta'S Desi Darbar,muralinagar,Visakhapatnam,Restaurant,4.4,717,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Vashista Desi Darbar,,Visakhapatnam,Andhra restaurant,4.8,316,"Authentic Andhra meals, spicy curries, rice dishes & chutneys",80,300,Rs.80 - Rs.300 per person
Zaarvi Restaurant,"ground floor, dr no-39-8-13/1",Visakhapatnam,Restaurant,4.8,181,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Mana Oori Ruchulu,"bus stop, beside bank of india, near madhavadhara",Visakhapatnam,Restaurant,4.7,48,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Korner Bistro,,Visakhapatnam,Restaurant,4.2,284,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Yummy Chinese Hut,near nstl,Visakhapatnam,Fast food restaurant,4.4,9,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Chinese Spot,58-21-24,Visakhapatnam,Fast food restaurant,5.0,3,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Hunger Zone,,Visakhapatnam,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Two Brothers Tiffin House,,Visakhapatnam,Tiffin center,,0,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Royal Chinese Shawarama,opp. pastry chef,Visakhapatnam,Restaurant,,0,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Highway Delicacies,"p6wr+q5q, beside jio-bp",Visakhapatnam,Restaurant,5.0,1,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Sri Sai Surya Red Chillis Restaurant & Food Parcels,"second floor, shankar plaza, 39-11-70",Visakhapatnam,Restaurant,4.4,67,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
We Crunch Cafe,"ward -39, madhavadhara revenue, 39-15-23/3, first floor, beside ibacco icecream shop",Visakhapatnam,Continental restaurant,4.8,59,"Continental & Italian cuisine: pasta, grills, salads & mocktails",200,800,Rs.200 - Rs.800 per person
Eeshan'S Kitchen,"39-17, 2 48a, bus route",Visakhapatnam,Restaurant,4.6,9,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Momo Streat,"door no.39 flat no 115, kameshwari complex, 5-33/1",Visakhapatnam,Chinese restaurant,4.2,120,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
The Pizza Mania (Murali Nagar),"39-8-17/1, beside vijayawada home foods",Visakhapatnam,Pizza restaurant,3.8,44,"Pizzas, pasta, garlic bread & Italian-style fast food",150,600,Rs.150 - Rs.600 per person
Padmasree Homely Curry Point,"39-4-43,muralinagar, opposite bank of baroda",Visakhapatnam,Takeout Restaurant,4.2,20,"Quick takeaway meals, combos & packaged food",80,300,Rs.80 - Rs.300 per person
Bheemas Bakery & Restaurant,may-50,"Visakhapatnam, Cheemalapalle",Family restaurant,4.5,56,"Fresh baked goods, cakes, pastries, cookies & sweets",50,300,Rs.50 - Rs.300 per person
Mandi?S Treats,"d no 4-46 mandis treats vepagunta, junction",Vepagunta,Family restaurant,3.9,277,Family-style dining with multi-cuisine Indian meals & combos,150,500,Rs.150 - Rs.500 per person
Naidu'S Kitchen Currey Point,"q6h8+599, pendurthi-nad brts express way",Vepagunta,Indian restaurant,3.5,103,"Indian cuisine with rice, curries, dals & traditional meals",100,400,Rs.100 - Rs.400 per person
Vrs Guntur Tiffins,"beside celebrations restaurant, near bharat petrol bunk",Visakhapatnam,Tiffin center,3.8,21,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
Macro Meals,"38-36-82, opp. cococola godown",Visakhapatnam,Health food restaurant,4.4,7,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
B Mass Biryani,,Visakhapatnam,Andhra restaurant,,0,"Authentic Andhra meals, spicy curries, rice dishes & chutneys",80,300,Rs.80 - Rs.300 per person
Venkata Sai Parlour,"p7v6+99c gvmc high school, marripalem main rd",Visakhapatnam,Breakfast restaurant,4.1,8,"Morning breakfast specials: tiffins, parathas & hot beverages",40,180,Rs.40 - Rs.180 per person
Sai Ram Caterings And Curry Point,38-36-87 shivanagar,Visakhapatnam,Restaurant,5.0,2,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Mirchi,"d.no -58-1-40, bowdra ring road, marripalem main rd",Visakhapatnam,Restaurant,3.6,91,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Jagadamba Fastfoods,p6rw+47c,Visakhapatnam,Fast food restaurant,5.0,2,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Ayyappa Sweets,"38-36-65, 38-36-53",Visakhapatnam,Indian restaurant,,0,"Fresh baked goods, cakes, pastries, cookies & sweets",50,300,Rs.50 - Rs.300 per person
Bezawada Food World,,Visakhapatnam,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Bhargav'S Food Parcels,"suraksha hospital, door no.: 38-40-45, main road, besides","Visakhapatnam, Vishakapatnam",Takeout Restaurant,3.9,320,"Quick takeaway meals, combos & packaged food",80,300,Rs.80 - Rs.300 per person
Sdn Garage Kitchen,"urvasi theater, junction",Visakhapatnam,Restaurant,4.4,14,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Shri Vijaynagar Colony Food Court,p7p4+vw6,Visakhapatnam,Fast food restaurant,4.0,2,Multi-cuisine food court with quick bites & combo meals,80,300,Rs.80 - Rs.300 per person
Krispy Chicken,"13-153 rrv.puram gopalapatanam main roid, to",Pullambotlapalem,Restaurant,4.1,81,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
Varalakshmi Restaurant & Bar,p6vm+7wm,Visakhapatnam,Bar & grill,3.4,58,"Grilled chicken, kebabs, chicken curries & tandoor items",120,500,Rs.120 - Rs.500 per person
The Pizza Mania (Nad Junction),"shop no.5, near crown bakery",Visakhapatnam,Pizza restaurant,4.1,52,"Pizzas, pasta, garlic bread & Italian-style fast food",150,600,Rs.150 - Rs.600 per person
Srhv Home Foods,p6q7+m79,Pullambotlapalem,Vegetarian restaurant,4.0,18,"Pure vegetarian meals, South Indian & North Indian veg dishes",80,300,Rs.80 - Rs.300 per person
Sri Sai Vijaya Veg & Non Veg Food Parcel Counter,"shop no. 58-24-10, bowdra ring rd, nad kotha road",Visakhapatnam,Takeout Restaurant,3.8,9,"Pure vegetarian meals, South Indian & North Indian veg dishes",80,300,Rs.80 - Rs.300 per person
Sri Vijaya Restaurant And Bar,"p6vh+p68 araku visakhapatnam road, main rd",Visakhapatnam,Restaurant,3.6,48,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Bhanumati Pav Bhaji,"p6rq+hjh, nad flyover",Visakhapatnam,Fast food restaurant,4.9,13,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Barbeque Restaurants,"no 53, 32-9, araku - visakhapatnam rd",Visakhapatnam,Barbecue restaurant,3.3,3,"Cocktails, mocktails, beverages & bar snacks",300,1200,Rs.300 - Rs.1200 per person
Ramayya Biriyani,d.no : 3-169,Visakhapatnam,Takeout Restaurant,3.7,42,"Quick takeaway meals, combos & packaged food",80,300,Rs.80 - Rs.300 per person
Chittibabu Kodi Palav,p6vm+c6q,Visakhapatnam,Restaurant,,0,"Multi-cuisine restaurant with meals, snacks & beverages",80,350,Rs.80 - Rs.350 per person
Udipi Upahar,"p6vp+9f2, nad flyover",Visakhapatnam,South Indian restaurant,,0,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
The Belgian Waffle In,11-214,Visakhapatnam,Restaurant,5.0,2,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Mohan Fry Chat And Puri,"58, bowdra ring rd",Visakhapatnam,Fast food restaurant,4.6,20,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Sai Ram Hot Chips,530027,Visakhapatnam,Fast food restaurant,3.9,10,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
Dreams Cafe,,Visakhapatnam,Restaurant,5.0,1,Highly-rated multi-cuisine dining with quality meals & beverages,150,500,Rs.150 - Rs.500 per person
Joshmithas Suku Sagar Restaurant,,Visakhapatnam,Chinese restaurant,3.0,2,"Indo-Chinese dishes: fried rice, noodles, manchurian & soups",100,350,Rs.100 - Rs.350 per person
Annapurna Tiffins,"boppa sanjay kumar advocate, venkatachala shopping complex, bowdra ring rd, nad junction, shanti nagar, kotha road",Visakhapatnam,Restaurant,3.7,40,"South Indian breakfast & tiffins: idly, dosa, vada, upma & filter coffee",40,200,Rs.40 - Rs.200 per person
A Square Food Point,21-215/1,Visakhapatnam,Fast food restaurant,4.1,102,"Fast food combos: burgers, fried snacks, rolls & soft drinks",60,250,Rs.60 - Rs.250 per person
